Root Domain,Location on Site,Technology Spend,Sales Revenue,Social,Employees,SKU,Company,Vertical,Tranco,Page Rank,Majestic,Umbrella,Overall Score,Performance,Accessibility,SEO,Best Practices,Telephones,Emails,X,Twitter,TikTok,Threads,Facebook,LinkedIn,Google,Pinterest,GitHub,Instagram,Vk,Vimeo,YouTube,People,Verified Profiles,City,State,Zip,Country,First Detected,Last Found,First Indexed,Last Indexed,eCommerce Platform,CRuX Rank,Cloudflare Rank,Exclusion,Compliance
homegrounds.co,homegrounds.co,$100,,2000.0,0.0,0,Home Grounds,Technology And Computing,12395.0,407134,122028,221389,,,,,,ph:+1-516-782-4542,hello@homegrounds.co;partnerships@homegrounds.co;support@homegrounds.co;hello@www.homegrounds.co;returns@www.homegrounds.co,,twitter.com/homegroundsco,tiktok.com/@homegroundsco,,facebook.com/homegroundsco,,,pinterest.com/homegroundsco,,instagram.com/homegrounds_,,,,N/A - Bizdev - noemail; N/A - Marketing - noemail,,Ta' Xbiex,59,XBX,MT,2017-09-01,2023-11-03,2016-01-10,2024-01-02,,Top 500k,Top 500k,-,GDPR Malta
catological.com,catological.com,$0,,0.0,0.0,0,Catological.com,Health And Fitness,12405.0,477727,336978,Outside Top 1m,,,,,,ph:,,,,,,facebook.com/catological,,,,,,,,,N/A - Manager - noemail,,,,,,2018-05-13,2023-12-20,2014-01-11,2024-01-05,,Top 5m,-,-,-
thebark.com,thebark.com,$1000,,0.0,0.0,0,The Bark Inc,Travel,12434.0,432949,29728,157760,,,,,,ph:+1-510-704-0827;+1-800-882-1840;+1-800-660-0906,customerservice@thebark.com;editor@thebark.com;submissions@thebark.com;cs@thebark.com;ads@thebark.com;shop@thebark.com;webmaster@thebark.com;advice@thebark.com;hello@thebark.com;help@thebark.com,,,,,,,,pinterest.com/thebark,,,,,youtube.com/user/thebarkmagazine,N/A - Founder - n/a@thebark.com; N/A - Other - n/a@thebark.com,,Berkeley,CA,94710,US,2019-03-31,2023-11-03,2000-10-19,2024-01-06,,Top 10m,-,-,California CCPA
gonnawantseconds.com,gonnawantseconds.com,$500,,500.0,0.0,0,Gonna Want Seconds,Food And Drink,12441.0,429086,232395,162725,,,,,,ph:,,,twitter.com/gonnawantsecond,,,,,,pinterest.com/gonnawantsecond,,instagram.com/gonna_want_seconds,,,,,,Spring Valley,CA,91976,US,2016-07-13,2023-11-14,2012-11-28,2023-12-30,,Top 500k,Top 200k,-,California CCPA
4j.com,4j.com,$0,,0.0,0.0,0,4J.Com,Sports,12444.0,150939,180439,106764,,,,,,ph:,,,,,,,,,,,,,,,,,Miami,FL,33195,US,2023-11-21,2023-11-21,2000-10-16,2023-12-25,,Top 10m,Top 500k,-,-
peaceloveandlowcarb.com,peaceloveandlowcarb.com,$250,$147263,5000.0,0.0,0,Peace  Love and Low Carb,Food And Drink,12450.0,555733,112591,Outside Top 1m,,,,,,ph:,hayley@peaceloveandlowcarb.com;admin@peaceloveandlowcarb.com;kyndra@peaceloveandlowcarb.com,,twitter.com/peacelovelocarb,,,facebook.com/peaceloveandlowcarb,,,pinterest.com/peacelovelocarb,,instagram.com/peaceloveandlowcarb,,,,N/A - Other - noemail,,,,,,2016-04-29,2023-12-31,2013-12-12,2024-01-04,WP EasyCart,Top 1m,Top 500k,-,-
sweetlittlebluebird.com,sweetlittlebluebird.com,$500,,250.0,0.0,0,Sweet Little Bluebird,Food And Drink,12481.0,555282,271338,268455,,,,,,ph:,mary@sweetlittlebluebird.com,,twitter.com/sweetlbb,,,facebook.com/sweetlittlebluebird,,,,,instagram.com/sweetlittlebluebird,,,,,,,,,,2016-04-20,2023-11-12,2012-01-08,2023-12-31,,Top 500k,Top 500k,-,-
survivalistboards.com,survivalistboards.com,$500,,0.0,0.0,0,vBulletin Solutions Inc,Hobbies And Interests,12519.0,675135,114363,Outside Top 1m,,,,,,ph:+1-415-366-0166;+61-73-0201704;+1-248-663-4440,advertising@survivalistboards.com;sales@survivalistboards.com,,,,,,,,,,,,,youtube.com/user/survivalistboards,,,Miami,FL,33165,US,2016-06-01,2023-11-12,2007-06-06,2023-12-31,,Top 500k,Top 500k,-,California CCPA
blastingnews.com,blastingnews.com,$2000,,0.0,0.0,0,Blasting Sa,Business And Industrial,12520.0,8927,7246,Outside Top 1m,,,,,,ph:,blaster@blastingnews.com;staff@blastingnews.com;advertising@blastingnews.com;argentina@blastingnews.com;brasil@blastingnews.com;france@blastingnews.com;deutschland@blastingnews.com;press@blastingnews.com;italia@blastingnews.com;mexico@blastingnews.com;polska@blastingnews.com;portugal@blastingnews.com;romania@blastingnews.com;espana@blastingnews.com;legal@blastingnews.com;corrections@blastingnews.com;corrections.en@blastingnews.com;career@blastingnews.com;corrections.pt@blastingnews.com;corrections.fr@blastingnews.com;corrections.it@blastingnews.com;corrections.es@blastingnews.com;dpo@blastingnews.com,,,,,facebook.com/blastingnews,,,,,,,,,N/A - President - noemail; N/A - Csuite - noemail; N/A - Founder - noemail,,Lugano,TI,6900,CH,2018-07-05,2023-12-15,2013-10-13,2023-12-31,,Top 50m,Top 100k,-,-
defensivecarry.com,defensivecarry.com,$1000,,0.0,0.0,0,defensivecarry,Style And Fashion,12548.0,704401,199643,282233,,,,,,ph:,,,,,,facebook.com/defensivecarry-284939715210374,,,,,,,,,,,Toronto,ON,M5V,CA,2023-12-20,2023-12-20,2007-05-24,2023-12-30,,Top 1m,Top 500k,-,-
moneycontrol.com,moneycontrol.com,$5000,,1000000.0,100.0,0,Eighteen.com Ltd,Finance,12553.0,7143,3218,5635,,,,,,ph:+61-38-6010539;+1-424-432-1454;+61-73-5156105,jobs@moneycontrol.com;feedback@moneycontrol.com;mobile@moneycontrol.com;smementor@moneycontrol.com;nachiket.kelkar@moneycontrol.com;sanjay.matai@moneycontrol.com;pehredar@moneycontrol.com;poweryourtrade@moneycontrol.com;sandeep.shanbhag@moneycontrol.com;hemant.rustagi@moneycontrol.com;investmentwatch@moneycontrol.com;pv.subramanyam@moneycontrol.com;amar.pandit@moneycontrol.com;game-changers@moneycontrol.com;ephanmantlewilcox@moneycontrol.com;peheredar@moneycontrol.com;aapkiawaaz@moneycontrol.com;elbert71358@moneycontrol.com;bret42832@moneycontrol.com;egistration@moneycontrol.com;privacy@moneycontrol.com;forum@moneycontrol.com,,twitter.com/moneycontrolcom,,,facebook.com/moneycontrol,linkedin.com/company/moneycontrol,,,,instagram.com/moneycontrolcom,,,,N/A - Engineering - n/a@moneycontrol.com; N/A - Other - n/a@moneycontrol.com; N/A - Director - n/a@moneycontrol.com; N/A - Board - n/a@moneycontrol.com; N/A - Manager - n/a@moneycontrol.com; N/A - Csuite - n/a@moneycontrol.com; N/A - Founder - n/a@moneycontrol.com,,Noida Sector 27,36,201301,IN,2017-01-04,2023-12-23,2001-11-29,2024-01-08,OpenCart,Top 50m,Top 50k,-,-
iwastesomuchtime.com,iwastesomuchtime.com,$2000,,5000.0,0.0,0,I Waste So Much Time,Science,12556.0,428398,77145,78163,,,,,,ph:,contact@iwastesomuchtime.com;legal@iwastesomuchtime.com,,twitter.com/wastesomuchtime,,,facebook.com/iwastesomuchtime,,,,,instagram.com/wastesomuchtime,,,,,,,,,,2018-02-20,2023-12-28,2011-08-17,2024-01-07,,Top 500k,Top 200k,-,-
canalstreetchronicles.com,canalstreetchronicles.com,$2000,,0.0,0.0,0,Vox Media LLC,Law  Govt And Politics,12612.0,407986,123358,Outside Top 1m,,,,,,ph:+1-202-591-1140;+1-800-522-4700,,,,,,facebook.com/canalstreetchronicles,,,,,,,,,,,Washington,DC,20036,US,2016-11-23,2023-12-28,2007-06-16,2024-01-06,,Top 1m,Top 500k,-,-
verbalcommits.com,verbalcommits.com,$500,,50000.0,0.0,0,Orange Wolf LLC,Education,12693.0,673552,539104,Outside Top 1m,,,,,,ph:+1-415-494-7413;+1-415-971-2447,,,twitter.com/VerbalCommits,,,facebook.com/verbalcommits,,,,,,,,,N/A - Founder - noemail,,Liverpool,NY,13089,US,2017-10-04,2023-11-03,2012-02-24,2024-01-02,,Top 5m,-,-,California CCPA
dailyrecord.co.uk,dailyrecord.co.uk,$2000,,100000.0,0.0,0,You acknowledge that MGN Ltd,Sports,12702.0,7439,2229,46820,,,,,,ph:+44-30-01232220;+44-1506-529567;+44-78-25106132;+44-1387-240317;+44-77-96937615;+44-1506-529553;+44-33-32342045;+44-1387-240322;+44-30-31231113,sport@dailyrecord.co.uk,,twitter.com/daily_record,,,facebook.com/thescottishdailyrecord,,,,,instagram.com/scottishdailyrecord,,,,N/A - Support - n/a@dailyrecord.co.uk; N/A - Manager - n/a@dailyrecord.co.uk; N/A - Csuite - n/a@dailyrecord.co.uk,,London,ENG,EC4M,GB,2017-07-26,2023-12-28,2002-03-26,2024-01-08,,Top 5000,Top 50k,-,GDPR United Kingdom
oudaily.com,oudaily.com,$2000,,20000.0,0.0,0,OU Daily,Art And Entertainment,12821.0,427833,50840,Outside Top 1m,,,,,,ph:+1-405-325-3666,,,twitter.com/oudaily,tiktok.com/@theoudaily,,facebook.com/oudaily,,,,,instagram.com/theoudaily,,,,N/A - Director - noemail; N/A - President - noemail,,Norman,OK,73019,US,2023-09-21,2023-12-28,2002-11-19,2023-12-31,,Top 50m,-,-,-
8tracks.com,8tracks.com,$500,,50000.0,0.0,0,8tracks Inc,Art And Entertainment,12822.0,4997,3128,60831,,,,,,ph:+1-800-292-3355;+1-800-778-7879,accounts@8tracks.com;privacy@8tracks.com;contact@8tracks.com;feedback@8tracks.com;copyright@8tracks.com;ads@8tracks.com;support@8tracks.com,,twitter.com/8tracks,,,facebook.com/8tracks,,,pinterest.com/8tracks,,instagram.com/8tracks,,,,N/A - Designer - n/a@8tracks.com; N/A - Other - n/a@8tracks.com; N/A - Director - n/a@8tracks.com; N/A - Manager - n/a@8tracks.com; N/A - President - n/a@8tracks.com; N/A - Csuite - n/a@8tracks.com; N/A - Founder - n/a@8tracks.com,,San Francisco,CA,94114,US,2017-07-26,2023-12-31,2005-11-26,2024-01-06,,Top 50m,Top 100k,-,California CCPA
runnerclick.com,runnerclick.com,$500,,2000.0,0.0,0,Contact Us Gringo Group,Health And Fitness,12837.0,30687,79225,Outside Top 1m,,,,,,ph:,,,twitter.com/runner_click,,,facebook.com/runnerclick,,,pinterest.com/runnerclick,,instagram.com/runnerclick,,,,N/A - Board - noemail; N/A - President - noemail,,Bally,PA,19503,US,2022-06-24,2023-12-03,2014-11-03,2023-12-30,,Top 5m,-,-,-
homestoriesatoz.com,homestoriesatoz.com,$250,,10000.0,0.0,0,Home Stories A to Z,Technology And Computing,12857.0,38836,50722,130442,,,,,,ph:,ufe0fbeth@homestoriesatoz.com;beth@homestoriesatoz.com;abeth@homestoriesatoz.com,,twitter.com/homestoriesa2z,tiktok.com/@homestoriesatoz,,facebook.com/homestoriesatoz,,,pinterest.com/homestoriesatoz,,instagram.com/homestoriesatoz,,,,,,,,,,2016-04-20,2023-12-03,2010-11-15,2023-12-30,,Top 5m,-,-,-
rewardit.com,rewardit.com/*;prepublish.rewardit.com/*,$250,,0.0,0.0,0,TGI Friday's of Rockies Inc,Law  Govt And Politics,12920.0,1634266,Outside Top 1m,Outside Top 1m,,,,,,ph:,memberservices@rewardit.com;advertise@rewardit.com;unsubscribe@rewardit.com;members@rewardit.com,,twitter.com/reward_it,,,facebook.com/rewardit,,,pinterest.com/rewardit,,,,,,N/A - Other - noemail,,Hauppauge,NY,11788,US,2017-07-06,2023-12-24,2012-04-05,2023-12-31,,Top 50k,Top 100k,-,-
idahopress.com,idahopress.com,$2000,,10.0,0.0,0,Idahopress.Com Group,Sports,12946.0,416687,17832,56321,,,,,,ph:+1-208-467-9251;+1-206-284-4424;+1-410-829-4413,oweitz@idahopress.com;newsroom@idahopress.com;legals@idahopress.com;sports@idahopress.com;mdavison@idahopress.com;smcintosh@idahopress.com;classifieds@idahopress.com;customerservice@idahopress.com;mrobinson@idahopress.com;asammons@idahopress.com;community@idahopress.com;op-ed@idahopress.com;brussell@idahopress.com;bjrains@idahopress.com;scardon@idahopress.com;jwustrow@idahopress.com;hbeech@idahopress.com;tsimmons@idahopress.com;khardy@idahopress.com;circulation@idahopress.com;jrobinson@idahopress.com;tfeinberg@idahopress.com,,twitter.com/idahopresstrib,,,facebook.com/idaho.press,,,,,instagram.com/idahopress,,,youtube.com/user/idahopresstribune,N/A - Support - n/a@idahopress.com; N/A - President - n/a@idahopress.com; N/A - Founder - n/a@idahopress.com,,Nampa,ID,83651,US,2020-10-11,2023-12-28,2000-02-29,2024-01-07,,Top 50m,Top 500k,-,-
scienceofpeople.com,scienceofpeople.com,$1000,,0.0,10.0,0,Science of People,Art And Entertainment,12971.0,412158,27899,211033,,,,,,ph:+1-800-952-5210,manager@scienceofpeople.com,,twitter.com/scienceofpeople,,,facebook.com/scienceofpeople,linkedin.com/company/science-of-people,,,,,,,,N/A - Marketing - noemail; N/A - Director - noemail; N/A - Manager - noemail; N/A - Csuite - noemail; N/A - Founder - noemail,,Sacramento,CA,95834,US,2019-02-03,2023-12-03,2013-09-15,2024-01-02,WooCommerce Checkout,Top 100k,Top 200k,-,California CCPA
newspressnow.com,newspressnow.com,$2000,,5000.0,0.0,0,NewsPressNOW.com Inc,Business And Industrial,12985.0,27777,31146,Outside Top 1m,,,,,,ph:+1-816-233-2300;+1-816-271-8563;+1-816-364-1000;+1-816-271-8500;+1-800-779-6397;+1-919-573-6229;+1-816-271-8526;+1-800-779-6387,josephineexpo@newspressnow.com;subscribe@newspressnow.com;steve.booher@newspressnow.com;jess.dehaven@newspressnow.com;brandon.zenner@newspressnow.com;customercare@newspressnow.com;amber.casada@newspressnow.com;kristen.frey@newspressnow.com;harry.loomis@newspressnow.com,,twitter.com/newspressnow,,,facebook.com/newspressnow,,,,,,,,,N/A - President - n/a@newspressnow.com,,Saint Joseph,MO,64501,US,2019-01-26,2023-12-11,2010-05-02,2024-01-06,,Top 100k,Top 500k,-,-
nerdtechy.com,nerdtechy.com,$10,,500.0,0.0,0,Nerd Techy,Hobbies And Interests,13028.0,711261,246411,184388,,,,,,ph:+1-916-445-1254;+1-800-952-5210,,,twitter.com/nerdtechy,,,,,,pinterest.com/nerdtechy,,instagram.com/nerdtechy,,,,,,Sacramento,CA,95834,US,2022-12-23,2023-12-03,2014-10-26,2023-12-31,,Top 500k,Top 500k,-,California CCPA
mysavings.com,mysavings.com,$100,,5000.0,0.0,0,FamilySavings Media Corp,Shopping,13034.0,413979,87597,Outside Top 1m,,,,,,ph:+1-954-267-0352,rewards@mysavings.com,,twitter.com/mysavings,,,facebook.com/mysavings,,,pinterest.com/mysavingscom,,instagram.com/mysavings,,,,,,Fort Lauderdale,FL,33308,US,2016-03-23,2023-12-24,2007-01-04,2024-01-05,,Top 50m,Top 200k,-,-
familytoday.com,familytoday.com,$2000,,0.0,0.0,0,BN Media LLC,Family And Parenting,13070.0,1235726,97340,Outside Top 1m,,,,,,ph:+1-757-200-9944;+1-833-796-0136,,,,,,,,,,,,,,,N/A - Director - noemail,,Virginia Beach,VA,23454,US,2020-07-02,2024-01-08,2004-11-25,2024-01-08,StackCommerce,Top 5m,Top 500k,-,-
starlocalmedia.com,starlocalmedia.com,$1000,,2000.0,0.0,0,Star Local Media,Sports,13082.0,13030,37257,Outside Top 1m,,,,,,ph:+1-972-398-4200;+1-480-898-6500,mmiller@starlocalmedia.com;khaezebroeck@starlocalmedia.com;dhummel@starlocalmedia.com;lclem@starlocalmedia.com;editorial@starlocalmedia.com;sitefeedback@starlocalmedia.com;welchmwelch@starlocalmedia.com;traglin@starlocalmedia.com;hassondhasson@starlocalmedia.com;dhasson@starlocalmedia.com;swright@starlocalmedia.com;jdittrich@starlocalmedia.com;nsouders@starlocalmedia.com;mrougeot@starlocalmedia.com;lmcgathey@starlocalmedia.com;croark@starlocalmedia.com;mwelch@starlocalmedia.com;gcook@starlocalmedia.com;vatterberry@starlocalmedia.com;bmurphy@starlocalmedia.com;cjackson@starlocalmedia.com;tgoodwin@starlocalmedia.com;asivilay@starlocalmedia.com;ggravley@starlocalmedia.com;ahenvey@starlocalmedia.com;whenvey@starlocalmedia.com;rrogers@starlocalmedia.com;erogers@starlocalmedia.com;rblaukat@starlocalmedia.com;amorrison@starlocalmedia.com,,twitter.com/starlocalmedia,,,facebook.com/starlocalmedia,,,,,instagram.com/starlocalmedia,,,,N/A - Other - noemail; N/A - Director - noemail; N/A - Founder - noemail,,Plano,TX,75074,US,2022-06-24,2023-11-03,2013-11-12,2024-01-05,,Top 500k,Top 500k,-,-
tomahawknation.com,tomahawknation.com,$2000,,20000.0,0.0,0,Vox Media LLC,Sports,13088.0,408550,113745,Outside Top 1m,,,,,,ph:+1-202-885-1000;+1-202-591-1140;+1-800-522-4700,,,twitter.com/tomahawknation,,,facebook.com/tomahawknation,,,,,,,,,,,Washington,DC,20036,US,2016-11-09,2023-12-28,2006-08-04,2024-01-02,,Top 500k,Top 200k,-,-
whatsgabycooking.com,whatsgabycooking.com,$500,,750000.0,0.0,0,Gaby Dalkin,Food And Drink,13104.0,403805,49059,87947,,,,,,ph:+1-916-445-1254;+1-800-952-5210,partnerships@whatsgabycooking.com,,twitter.com/whatsgabycookin,tiktok.com/@whatsgabycookin,,facebook.com/whatsgabycooking,,,pinterest.com/whatsgabycookin,,instagram.com/whatsgabycookin,,,,,,Sacramento,CA,95834,US,2018-02-20,2023-12-31,2009-10-02,2023-12-31,Shopify,Top 500k,Top 100k,-,California CCPA
psychologyjunkie.com,psychologyjunkie.com,$250,,0.0,0.0,0,Psychology Junkie LLC,Science,13119.0,431306,622783,197087,,,,,,ph:,susanstorm@psychologyjunkie.com,,,,,facebook.com/psychologyjunkie,,,,,,,,,N/A - Founder - noemail,,Gulfport,MS,39505,US,2018-02-16,2023-11-03,2015-10-05,2023-12-30,,Top 500k,Top 200k,-,-
webdesignerdepot.com,webdesignerdepot.com,$50,,500000.0,0.0,0,Webdesigner Depot,Art And Entertainment,13155.0,2509,5142,77316,,,,,,ph:,info@webdesignerdepot.com,,twitter.com/designerdepot,,,facebook.com/webdesignerdepot,,,,,,,,,N/A - Bizdev - noemail; N/A - Manager - noemail,,,,,,2020-07-02,2023-12-20,2009-01-03,2024-01-04,,Top 5m,Top 500k,-,-
mrexcel.com,mrexcel.com,$250,,20000.0,0.0,0,MrExcel Publishing,Technology And Computing,13163.0,31210,57896,27536,,,,,,ph:+1-707-220-4510;+1-330-715-2875,contactus@mrexcel.com,,twitter.com/mrexcel,,,facebook.com/mrexcelspeaker,linkedin.com/company/mrexcel.com,,pinterest.com/mrexcel,,,,,,,,Merritt Island,FL,32953,US,2018-02-16,2023-12-24,2000-03-02,2024-01-02,,Top 500k,Top 100k,-,California CCPA
businessinsider.in,businessinsider.in,$2000,,500000.0,10.0,0,Business Insider India,Business And Industrial,13199.0,622,3608,23353,,,,,,ph:,feedback@businessinsider.in;editors@businessinsider.in;advertise@businessinsider.in,,,,,facebook.com/businessinsiderindia,linkedin.com/company/business-insider-india,,,,instagram.com/businessinsiderin,,,,N/A - Engineering - noemail; N/A - Marketing - noemail; N/A - Director - noemail; N/A - Board - noemail; N/A - President - noemail; N/A - Csuite - noemail,,Albany,NY,12201,US,2023-07-06,2023-10-24,2011-10-01,2024-01-06,,Top 50k,Top 100k,-,-
takemeback.to,takemeback.to,$250,,0.0,0.0,0,,Law  Govt And Politics,13211.0,737724,850034,Outside Top 1m,,,,,,ph:,,,,tiktok.com/@takemeback_to,,facebook.com/takemebackto,,,,,instagram.com/takemeback.to,,,,,,Barcelona,CT,08007,US,2020-11-02,2023-12-24,2012-08-02,2023-12-31,,Top 500k,Top 500k,-,-
toucharcade.com,toucharcade.com,$500,$180893,100000.0,0.0,0,TouchArcade,Technology And Computing,13269.0,398473,10580,78605,,,,,,ph:+1-804-223-0588;+1-479-530-9337,ads@toucharcade.com;tips@toucharcade.com;ps@toucharcade.com;ds@toucharcade.com;ips@toucharcade.com;podcast@toucharcade.com;eli@toucharcade.com;marianne@toucharcade.com;meetings@toucharcade.com;exclusives@toucharcade.com;support@toucharcade.com,,twitter.com/toucharcade,,,,,,,,,,,youtube.com/user/toucharcade,N/A - Designer - n/a@toucharcade.com; N/A - Software - n/a@toucharcade.com; N/A - Founder - n/a@toucharcade.com,,Speed,NC,27881,US,2016-03-23,2023-11-03,2008-04-17,2024-01-07,,Top 500k,Top 100k,-,-
babygaga.com,babygaga.com,$500,,2000.0,0.0,0,BabyGaga,Family And Parenting,13272.0,410695,58972,145668,,,,,,ph:+1-514-733-1010;+1-833-979-3525,team@babygaga.com;advertise@babygaga.com;editorial@babygaga.com,,twitter.com/babygaga,,,facebook.com/babygaga,,,pinterest.com/babygaga,,instagram.com/babygaga,,,,,,Saint-Laurent Southeast,QC,H4T,CA,2017-01-17,2023-12-29,2007-01-08,2023-12-31,,Top 5m,-,-,-
mejorconsalud.com,mejorconsalud.com,$500,,50000.0,0.0,0,Mejor con Salud,Finance,13300.0,20357,27408,Outside Top 1m,,,,,,ph:,contacto@mejorconsalud.com;info@mejorconsalud.com,,twitter.com/mejorconsalud,,,facebook.com/mejorconsalud,,,pinterest.com/esmejorconsalud,,instagram.com/mejorconsalud,,,youtube.com/user/mejorconsaludblog,N/A - Other - noemail,,Salamanca,CL,37001,ES,2020-07-02,2023-11-11,2012-11-19,2024-01-02,,-,Top 500k,-,GDPR Spain
whatgreatgrandmaate.com,whatgreatgrandmaate.com,$250,,1000.0,0.0,0,What Great Grandma Ate LLC,Food And Drink,13398.0,613150,247327,247573,,,,,,ph:,jean@whatgreatgrandmaate.com,,twitter.com/whatggmaate,,,facebook.com/whatggmaate,,,pinterest.com/whatgreatgrandmaate,,instagram.com/whatgreatgrandmaate,,,,,,,,,,2017-04-03,2023-11-03,2015-12-21,2023-12-30,,Top 1m,-,-,-
isabeleats.com,isabeleats.com,$500,,500.0,0.0,0,Isabel Eats,Food And Drink,13409.0,455720,153324,163323,,,,,,ph:,isabel@isabeleats.com,,twitter.com/isabeleats,,,facebook.com/isabeleats,,,pinterest.com/isabeleats,,instagram.com/isabeleats,,,,N/A - Manager - noemail; N/A - Founder - noemail,,,,,,2016-10-16,2023-12-31,2016-10-03,2023-12-31,,Top 500k,Top 200k,-,-
transparentcalifornia.com,transparentcalifornia.com,$2000,,0.0,0.0,0,Transparent California About,Business And Industrial,13411.0,607584,216842,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,,2023-09-21,2023-12-28,2014-02-23,2023-12-31,,Top 100k,Top 500k,-,-
dolldivine.com,dolldivine.com,$500,,500.0,0.0,0,,Shopping,13417.0,38925,155223,205320,,,,,,ph:,,,twitter.com/dolldivinegames,,,facebook.com/dolldivine,,,pinterest.com/dolldivine,,,,,,N/A - Other - noemail,,,,,,2018-06-11,2023-12-24,2008-10-04,2023-12-31,,Top 50k,Top 200k,-,-
thejeopardyfan.com,thejeopardyfan.com,$500,$16328,2000.0,0.0,0,The Jeopardy! Fan,Education,13428.0,456659,606569,Outside Top 1m,,,,,,ph:,,,twitter.com/_thejeopardyfan,,,facebook.com/thejeopardyfan,,,,,,,,,,,,,,,2023-04-09,2023-12-03,2010-05-03,2023-12-31,Shopify,Top 500k,-,-,-
multiplication.com,multiplication.com,$500,,500.0,0.0,0,multiplication.com,Education,13468.0,71017,35615,68765,,,,,,ph:+1-509-786-7978;+1-800-883-8014;+1-800-773-0888;+1-650-372-4301;+1-855-255-8800;+1-650-372-4072,orders@multiplication.com;contact@multiplication.com;returns@multiplication.com;support@multiplication.com;privacy@multiplication.com,,twitter.com/time2multiply,,,,,,pinterest.com/time2multiply,,instagram.com/time2multiply,,,,N/A - Other - noemail; N/A - Manager - noemail,,San Mateo,CA,94404,US,2016-08-24,2023-12-20,2000-04-07,2024-01-06,OpenMage,Top 10k,Top 200k,-,California CCPA
allfreesewing.com,allfreesewing.com,$2000,,5000.0,0.0,0,Prime Publishing LLC,Style And Fashion,13513.0,523383,202431,104371,,,,,,ph:+1-847-513-6099;+1-916-445-1254;+1-800-952-5210;+1-847-205-9375,,,twitter.com/allfreesewing,,,facebook.com/allfreesewing,,,pinterest.com/allfreesewing,,,,,youtube.com/user/allfreesewing,N/A - Marketing - noemail; N/A - Director - noemail; N/A - Manager - noemail; N/A - President - noemail,,Northbrook,IL,60062,US,2019-01-17,2023-11-29,2010-08-31,2024-01-06,,Top 500k,Top 100k,-,-
simplyquinoa.com,simplyquinoa.com,$2000,,300000.0,0.0,0,Simply Quinoa,Food And Drink,13612.0,417313,76005,137240,,,,,,ph:,hello@simplyquinoa.com,,twitter.com/simplyquinoa,,,facebook.com/simplyquinoa,,,pinterest.com/simplyquinoa,,instagram.com/simplyquinoa,,,youtube.com/user/simplyquinoa,,,Los Angeles,California,,US,2018-02-20,2023-11-03,2014-09-11,2023-12-31,Shopify,Top 50m,Top 500k,-,-
kansascity.com,kansascity.com,$5000,,0.0,0.0,0,KansasCity.com LLC,,13616.0,7027,1727,25214,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,2023-12-23,2000-02-28,2024-01-06,,Top 500k,Top 50k,-,-
myfederalretirement.com,myfederalretirement.com,$1000,$88887,0.0,0.0,0,My Federal Retirement,Finance,13625.0,2085599,703990,Outside Top 1m,,,,,,ph:+1-202-606-1800;+1-404-233-4400;+1-806-680-2373;+1-800-325-0778,,,,,,facebook.com/myfederalretirement,,,,,,,,,,,Broomfield,CO,80038,US,2021-10-02,2023-11-03,2011-01-03,2023-12-31,SureCart,Top 500k,Top 500k,-,-
mexicoinmykitchen.com,mexicoinmykitchen.com,$500,,2000.0,0.0,0,Mexico in my kitchen,Food And Drink,13656.0,25713,178369,208736,,,,,,ph:,,,twitter.com/mexicokitchen,,,facebook.com/mexicoinmykitchen,,,pinterest.com/mexicoinmykitchen,,instagram.com/mexicoinmykitchen,,,,,,,,,,2018-02-16,2023-11-03,2009-01-30,2024-01-02,,Top 500k,Top 500k,-,-
localnews8.com,localnews8.com,$2000,,10000.0,0.0,0,Local News 8,Business And Industrial,13661.0,27386,25703,57294,,,,,,ph:+1-208-528-2165;+1-919-573-6229;+1-208-529-2443;+1-208-528-2162,frontdesk@localnews8.com;newsdesk@localnews8.com;monte.young@localnews8.com;zach.teichert@localnews8.com;cjackson@localnews8.com;mshiverdecker@localnews8.com;engineering@localnews8.com;rhaack@localnews8.com;natalie.nix@localnews8.com;brigham.larsen@localnews8.com;joel.killam@localnews8.com;jill.hodson@localnews8.com;brandon.stokes@localnews8.com;matthew.cooper@localnews8.com;michael.collett@localnews8.com;david.plourde@localnews8.com;curtis.jackson@localnews8.com;matthew.rosenberg@localnews8.com;david.barrington@localnews8.com;jeff.beery@localnews8.com;bill.cummings@localnews8.com;conner.nuckols@localnews8.com;kris.parker@localnews8.com;scott.affa@localnews8.com;billy.smith@localnews8.com;zach.glancy@localnews8.com;ashley.chilcutt@localnews8.com;mia.adamson@localnews8.com;luke.erickson@localnews8.com,,twitter.com/localnews8,,,facebook.com/localnews8,,,,,,,,,N/A - Engineering - n/a@localnews8.com; N/A - Other - n/a@localnews8.com; N/A - Sales - n/a@localnews8.com; N/A - Director - n/a@localnews8.com; N/A - President - n/a@localnews8.com,,Idaho Falls,ID,83401,US,2020-05-13,2023-12-28,2000-03-03,2024-01-07,,Top 500k,Top 200k,-,-
